Entity identifier,Entity names,nacionalidade,participação,idno-evento
ent_0000cris,Cris,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_00080743,Bruno Knutman,Suécia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00080746,Rafael Sánchez-Mateos Paniagua,Espanha (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00080820,Cameron Rowland,Estados Unidos (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00080919,Bruno Moreschi,Brasil (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00080941,Iván Argote e Pauline Bastard,,"(ev_2241)  Convidado 
  ",ev_2241
ent_00080959,Mobile Radio,,"(ev_2241)  Convidado 
  ",ev_2241
ent_00080962,Nascimento e Lovera,,"(ev_2241)  Convidado 
  ",ev_2241
ent_00080972,Sergei Tcherepnin com Ei Arakawa,,"(ev_2241)  Convidado 
  ",ev_2241
ent_00080973,Alessandro Petti e Sandi Hilal,,"(ev_2253)  Convidado 
  ",ev_2253
ent_00080974,Basel Abbas e Ruanne Abou-Rahme,,"(ev_2253)  Convidado 
  ",ev_2253
ent_00080975,Bik Van der Pol,Holanda (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00080979,Etcétera...,Argentina (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00080980,Ines Doujak e John Barker,,"(ev_2253)  Convidado 
  ",ev_2253
ent_00080981,Jakob Jakobsen e María Berríos,,"(ev_2253)  Convidado 
  ",ev_2253
ent_00080991,Tamar Guimarães e Kasper Akhoj,,"(ev_2253)  Convidado 
  ",ev_2253
ent_00080992,Mapa Teatro – Laboratorio de Artistas,França (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00080999,Mujeres Creando,Bolívia (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00081007,Teatro da Vertigem,Brasil (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00081008,Cia Teatral Ueinzz,Brasil (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00081009,Yeguas del Apocalipsis,Chile (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_00081029,Alejandro Corujeira,Argentina (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081030,Wura-Natasha Ogunji,Estados Unidos (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278; ev_10278
ent_00081036,Jennifer Packer,Estados Unidos (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081037,Oliver Laric,Áustria (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081038,Peter Dreher,Alemanha (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081039,Sara Cwynar,Canadá (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081041,Friedrich Fröbel,Alemanha (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081042,José Moreno Cascales,Espanha (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081044,Ben Rivers,Reino Unido (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081045,Katrín Sigurdardóttir,Islândia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081046,Roderick Hietbrink,Holanda (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081047,Sebastián Castagna,Argentina (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081049,Ake Hodell,Suécia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081052,Henry Darger,Estados Unidos (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081053,Ladislas Starewitch,Polônia (Nacionalidade)Rússia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081054,Lim-Johan,Suécia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081056,Arthur Amora,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00081057,Carlos Ibraim,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00081058,José Alberto de Almeida,Brasil (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081059,Martin Gusinde,Polônia (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081060,Coletivo Summit,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00081061,Serafim Alvares,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00081062,Tal Isaac Hadad,França (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081063,Thomas Dupal,Cingapura (Nacionalidade)França (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081064,Lhola Amira,África do Sul (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081065,Mame-Diarra Niang,França (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081066,Nicole Vlado,Estados Unidos (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081067,Ruby Onyinyechi Amanze,Nigéria (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081068,Youmna Chlala,Líbano (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00081071,Cinthia Marcelle e Tiago Mata Machado,,"(ev_2252)  Convidado 
  ",ev_2252
ent_00081151,Bárbara Wagner e Benjamin de Burca,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081152,Cecilia Bengolea e Jeremy Deller,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081160,Lourdes Castro e Manuel Zimbro,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081162,Nomeda e Gediminas Urbonas,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081179,Oficina de Imaginação Política,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081185,Opavivará!,Brasil (Nacionalidade),"(ev_32biendes)   
  ",ev_32biendes
ent_00081188,Till Mycha,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081191,Ursula Biemann e Paulo Tavares,,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081192,Vídeo nas Aldeias,Brasil (Nacionalidade),"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081227,Bel Pedrosa,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00081236,"Vivian Caccuri e Keyzuz, Ghalileo, Kuvie, Mensahighlife, Mutombo da Poet, Panji Anoff, Sankofa, Steloo, Wanlov, Yaw P",,"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_00081484,David Haines & Joyce Hinterding,Austrália (Nacionalidade),"(ev_2130)  Representação Nacional 
 > Austrália  (Eventos➔26 Bienal de São Paulo➔Representações Nacionais )",ev_2130
ent_00081487,A expedição brasileira de Thomas Ender - revisitada,Áustria (Nacionalidade)Brasil (Nacionalidade)Estados Unidos (Nacionalidade),"(ev_2130)  Convidado 
  ",ev_2130
ent_00081559,Daniel Augusto Junior,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00081693,Harold Hullaman,,"(ev_1633)  Convidado 
  ",ev_1633
ent_00082180,3Nós3,Brasil (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_00082218,John Miller e Richard Hoeck,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082220,Rebecca Sharp,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082221,Lea M. Afonso Resende,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082222,Sônia Catarina Agostinho Nascimento,Brasil (Nacionalidade),"(ev_10278)  Convidado 
  ",ev_10278
ent_00082224,"Vicente [Museu de Imagens do Inconsciente, Rio de Janeiro]",,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082225,"Carlos Ibraim, Sofia Borges, Antonio Malta Campos e Rafael Carneiro",,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082226,"José Alberto de Almeida, Sofia Borges, Antonio Malta Campos e Guga Szabzon",,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082227,Indígenas Chiriguano,,"(ev_10278)  Convidado 
  ",ev_10278
ent_00082555,Cirineu de Almeida,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082556,Márgara P. Amaral,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082557,Muniz Amaro,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082558,Reginaldo Nascimento de Araújo,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082559,Bóris Arrivabene e Estevão Sangirardi,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082560,Euler Arruda,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082561,ASR,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082563,Reinaldo Barbalho,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082564,Roberto Barbosa,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082565,Nestor Pinto Bastos Junior,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082566,Branco de Melo,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082567,Alfrânio de Castro,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082568,Costa Junior,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082569,José Cunha,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082570,Velentim Deslandes,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082571,Antônio Fernandez,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082572,Augustus Gogote,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082573,Celso de Sales Guerra,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082574,Henrique,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082575,Husem Tio,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082576,Igel,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082577,Jim,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082578,José Luiz,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082579,Theo Lazuli,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082580,Nélson Lima,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082581,Luiza Maciel,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082582,Maria José,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082583,Miranda,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082584,Osmany Mourão,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082585,Mschaff,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082586,Flammarion,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082587,Francisco Nogueira,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082588,Osn,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082589,Prado Netto,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082590,Ronaldo Murilo Leão Rêgo,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082591,Roberto,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082592,Roberto José,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082593,João Batista Rosa,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082594,Telmo Faria,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082595,Augusto Viana,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082596,J. Xavier,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_00082660,André Cantu,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082661,Dedé Fredizzi,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082662,Gilberto Romão,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082663,M. Thereza Gelain de Andrade,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082664,Oberdan da Silva,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082665,Oswaldo Pires,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082666,Laura Falzoni,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082667,Ana Maria Stickel,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082668,Ernst Pfaff,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082669,Carmen Avian,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082670,Fernanda Coube Arieta,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082671,Hans Ludwig,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082672,Malu Morais,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082673,Stella Ferraz de Camargo,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082674,Antonio Fernando de Andrade,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082675,Ariane Daniela Cole,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082676,Artur Ferreira Cole,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082677,Carlito Maia,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082678,Catito,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082679,Ciça,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082680,Flávio Wells Thompson de Carvalho,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082681,Francisco Gustavo de Carvalho,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082682,Gerty Sauré,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082683,Gilberto José George,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082684,Ilza de Oliveira,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082685,João Mussolin Neto,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082686,Joaquim Redig,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082687,Joaquim Waltrick,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082688,Jorge Matuck,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082691,Magaly Biff; Maria Alice Vergueiro; Luiz Roberto Galizia; Hector Gonzalez; Graciela Gonzales,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082692,José Celso Martinez Correa; Tadeu Jungle; Walter Silveira,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082694,Marcelo Flaquer,,"(ev_1596)   
  ",ev_1596
ent_00082695,Marco A.A. Rezende; Cesar Hirata; Jorge Hirata,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082696,Marco Vallada,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082697,M. Diva Taddei,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082698,Maria Odila Aparecida Guarnieri Santos,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082699,Mauro dos Guaranys,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082700,Renata Marques,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082701,Sylvio Th. Bellegarde Araújo,,"(ev_1596)  Convidado 
  ",ev_1596
ent_00082731,Clóvis Ferreira,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082732,Itamar Miranda,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082733,Jorge Cardoso,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082734,Luludi,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082735,Nelson Almeida,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082736,Sérgio Amaral,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082737,Vidal Cavalcanti,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082740,Eraldo Peres,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082741,Tina Coelho,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082742,Erivam de Oliveira,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082743,Flávio Torres,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082744,José Monteiro,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082745,J. Moura,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082746,Marco Antônio Martins,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082747,Paulo Figueiras,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082748,Evelson de Freitas,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082749,Luciana Whitaker,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082750,Marcelo Soubhia,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082751,Roberto Jayme,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082752,Arnaldo Alves,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082753,Alex Soletto,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082754,Gilberto Alves,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082755,Juca Rodrigues,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082756,Ricardo Giraldez,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082757,Aluisio Arruda,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082758,Pedro Luiz,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082759,Estefan Radovic,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082760,Jorge Marinho,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082761,Sergio Borges,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082762,Fernando Maia,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082763,Glaucio Dettmar,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082764,Marcos André Pinto,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082765,Eugênio Sávio,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00082766,Patrícia Santos,,"(ev_0832)  Convidado 
  ",ev_0832
ent_00083013,Abcarius Burns Architects,,"(ev_1729)  Convidado 
  ",ev_1729
ent_00083650,Grupo Gráfica Alternativa,México (Nacionalidade),"(ev_1554)  Representação Nacional 
 > México  (Eventos➔17 Bienal de São Paulo➔Núcleo I )",ev_1554
ent_000moris,Moris,México (Nacionalidade),"(ev_2241)  Convidado 
  ",ev_2241
ent_000popel,Pope.L,Estados Unidos (Nacionalidade),"(ev_32biendes)  Convidado 
  ",ev_32biendes
ent_000tacus,Tacus,,"(ev_1596)  Convidado 
  ",ev_1596; ev_1596
ent_00ajanta,Y. K. Shkla,Índia (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Índia  (Eventos➔06 Bienal de São Paulo➔Sala Especial: Afrescos Ajanta )",ev_1052
ent_00nasjah,Nasjah Djamin,Indonésia (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Indonésia  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_00venard,Venard,,"(ev_0020)   
  ",ev_0020
ent_0affandi,Affandi,Indonésia (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Indonésia  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Representação Nacional 
 > Indonésia ",ev_0954; ev_1259
ent_0dblanco,D. Blanco,República Dominicana (Nacionalidade),"(ev_1578)  Representação Nacional 
 > República Dominicana  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578
ent_0srihadi,Srihadi Sudarsono,Indonésia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Indonésia ",ev_1259
ent_0widajat,Haji Widayat,Indonésia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Indonésia ",ev_1259
ent_235mediadistr,235 Media Distribution,República Democrática Alemã (Nacionalidade),"(ev_1628)  Selecionado 
  ; (ev_1639)   
  ",ev_1628; ev_1639
ent_aaassad,A. A. Assad,,"(ev_1370)  Selecionado 
  ",ev_1370; ev_1370
ent_aagestorstein,Aage Storstein,Noruega (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Noruega  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_aarneadrianervi,Aarne Adrian Ervi,Finlândia (Nacionalidade),"(ev_0954)  Selecionado 
  ; (ev_0997)  Selecionado 
  ",ev_0954; ev_0997
ent_aarneaho,Aarne Aho,Finlândia (Nacionalidade),"(ev_0997)  Representação Nacional 
 > Finlândia  (Eventos➔04 Bienal de São Paulo➔Sala Geral )",ev_0997
ent_aarnoruusuvuori,Aarno Ruusuvuori,Finlândia (Nacionalidade)Finlândia (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Finlândia  (Eventos➔06 Bienal de São Paulo➔06 Exposição Internacional de Arquitetura ); (ev_1259)  Selecionado 
  ",ev_1052; ev_1259
ent_aaronyoung,Aaron Young,,"(ev_2237)  Selecionado 
  ",ev_2237
ent_aarreheinonen,Aarre Heinonen,Finlândia (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Finlândia  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_aballain,Aballain,França (Nacionalidade),"(ev_1175)  Representação Nacional 
 > França ",ev_1175
ent_abasalibasjah,Abas Alibasjah,Indonésia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Indonésia ",ev_1259
ent_abd-elhadielwecha,Abd-El Hadi El Wechahi,Egito (Nacionalidade),"(ev_1512)  Representação Nacional 
 > Egito ",ev_1512
ent_abdelazizgorgi,Abdelaziz Gorgi,Tunísia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Tunísia ",ev_1259
ent_abdelfatahelazazy,Abd El Fatah El Azazy,Egito (Nacionalidade),"(ev_1578)  Representação Nacional 
 > Egito  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578
ent_abdelhadialgazzaar,Abdel Hadi Al Gazzaar,Egito (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Egito  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_1052)  Representação Nacional 
 > República Árabe Unida ",ev_0954; ev_1052
ent_abdelkaderal-ar,Abdel Kader Al-Arnault,Síria (Nacionalidade),"(ev_1322)  Representação Nacional 
 > Síria ",ev_1322
ent_abdelsalameid,Abdel Salam Eid,Egito (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Egito  (Eventos➔19 Bienal de São Paulo➔Exposição Geral ); (ev_2033)  Representação Nacional 
 > Egito ",ev_1628; ev_2033
ent_abderramanesakaly,Abderramane Sakaly,Senegal (Nacionalidade),"(ev_2130)  Representação Nacional 
 > Senegal ",ev_2130
ent_abdoulayekonate,Abdoulaye Konaté,Mali (Nacionalidade),"(ev_1877)  Convidado 
   (Eventos➔24 Bienal de São Paulo➔Roteiros )",ev_1877
ent_abdullahalsaadi,Abdullah Al Saadi,Emirados Árabes Unidos (Nacionalidade),"(ev_2130)  Representação Nacional 
 > Emirados Árabes Unidos ",ev_2130
ent_abdullahsalem,Abdullah Salem,Kuwait (Nacionalidade),"(ev_1649)  Representação Nacional 
 > Kuwait  (Eventos➔20 Bienal de São Paulo➔Exposição Internacional )",ev_1649
ent_abdullatiff,Abdul Latiff,Malásia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Malásia ",ev_1259
ent_abelardbernardneto,Abelardo Bernardino Alves Neto,Brasil (Nacionalidade),"(ev_1469)  Selecionado 
  ",ev_1469
ent_abelardgomesdeabreu,Abelardo Gomes de Abreu,Brasil (Nacionalidade),"(ev_1052)  Selecionado 
   (Eventos➔06 Bienal de São Paulo➔06 Exposição Internacional de Arquitetura ); (ev_1259)  Selecionado 
  ",ev_1052; ev_1259
ent_abelardodahora,Abelardo da Hora,Brasil (Nacionalidade),"(ev_1645)  Selecionado 
  ; (ev_1578)  Homenageado 
   (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Expressionismo no Brasil - Heranças e Afinidades )",ev_1645; ev_1578
ent_abelardojsantos,Abelardo J. Santos,Brasil (Nacionalidade),"(ev_1387)  Selecionado 
  ",ev_1387
ent_abelardozaluar,Abelardo Zaluar,Brasil (Nacionalidade),"(ev_1022)  Selecionado 
   (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1052)  Selecionado 
  ; (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Selecionado 
  ; (ev_1322)  Selecionado 
  ; (ev_1387)  Selecionado 
   (Eventos➔12 Bienal de São Paulo➔Sala Especial: Arte Construída ); (ev_1438)  Convidado 
   (Eventos➔13 Bienal de São Paulo➔Sala Especial: Brasília ); (ev_1645)  Selecionado 
  ; (ev_1746)  Selecionado 
  ; (ev_1311)  Selecionado 
  ",ev_1022; ev_1052; ev_1226; ev_1259; ev_1322; ev_1387; ev_1438; ev_1645; ev_1746; ev_1311
ent_abelardreidydesouza,Abelardo Reidy de Souza,Brasil (Nacionalidade),"(ev_0954)  Selecionado 
  ; (ev_0997)  Selecionado 
  ",ev_0954; ev_0997
ent_abelcuerda,Abel Cuerda,Espanha (Nacionalidade),"(ev_1438)  Representação Nacional 
 > Espanha ",ev_1438
ent_abellaurens,Abel Laurens,Argentina (Nacionalidade),"(ev_0997)  Representação Nacional 
 > Argentina  (Eventos➔04 Bienal de São Paulo➔Sala Geral )",ev_0997
ent_abelmanta,Abel Manta,Portugal (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Portugal  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0983)  Representação Nacional 
 > Portugal  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0954; ev_0983
ent_abidinelderoglu,Abidin Elderoglu,Turquia (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Turquia  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_abigailhadeed,Abigail Hadeed,Trinidad e Tobago (Nacionalidade),"(ev_1877)  Representação Nacional 
 > Trinidad e Tobago ",ev_1877
ent_abiliojosedossant,Abílio José Santos,Portugal (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_abokhalillotfy,Abo Khalil Lotfy,República Árabe Unida (Nacionalidade),"(ev_1052)  Representação Nacional 
 > República Árabe Unida ",ev_1052
ent_abolghasemsaidi,Abolghasem Saidi,Irã (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Irã  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_aborigenes,Aborígenes,Austrália (Nacionalidade),"(ev_1081)   
  ",ev_1081
ent_abrahambosse,Abraham Bosse,França (Nacionalidade),"(ev_1022)  Representação Nacional 
 > França  (Eventos➔05 Bienal de São Paulo➔Sala Especial: Quatro Séculos de Gravura Francesa )",ev_1022
ent_abrahamcruzvillegas,Abraham Cruzvillegas,México (Nacionalidade),"(ev_2033)  Representação Nacional 
 > México ",ev_2033
ent_abrahamlouisbuvelot,Abraham Louis Buvelot,França (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Brasil  (Eventos➔02 Bienal de São Paulo➔Sala Especial: A Paisagem Brasileira até 1900 )",ev_0954
ent_abrahamnaton,Abraham Naton,Israel (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Israel  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0997)  Representação Nacional 
 > Israel  (Eventos➔04 Bienal de São Paulo➔Sala Geral ); (ev_1052)  Representação Nacional 
 > Israel ",ev_0954; ev_0997; ev_1052
